,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19540715,   0.92,   1.05,   0.43,  -0.46,  -0.12,   0.48,   0.28,   0.64,   0.42,   0.40
19540716,   0.12,  -0.64,  -0.21,  -1.07,  -0.92,   0.16,  -0.01,  -0.49,   0.15,  -0.50
19540719,  -0.12,   0.06,  -0.45,  -1.05,  -0.14,   0.47,  -0.34,  -0.97,   0.45,  -0.30
19540720,  -0.22,  -0.11,  -0.44,  -0.40,   0.08,   0.26,  -0.20,  -0.22,  -0.14,  -0.28
19540721,   0.68,   0.19,   0.55,   2.20,   0.24,   0.82,   0.30,   1.22,   0.11,   0.58
19540722,   0.60,   0.27,   0.64,   1.68,   1.55,   0.71,  -0.03,   0.55,   0.41,   0.66
19540723,   0.27,  -0.08,   0.18,   0.30,  -0.17,   0.13,   0.48,   2.09,   0.01,   0.30
19540726,   0.31,   0.31,  -0.01,   0.15,  -0.49,  -0.42,   0.09,   0.21,   0.08,   0.03
19540727,   0.70,   0.35,   0.48,   0.68,   0.24,  -0.73,   0.65,   0.16,   0.22,   0.92
19540728,   0.51,  -0.56,  -0.02,   1.24,  -0.54,   0.10,   0.19,  -0.06,   0.45,   0.09
19540729,  -0.06,   0.81,   0.63,   0.19,  -0.09,   0.47,   0.22,   0.94,   0.30,   0.28
19540730,   0.26,   1.11,   0.46,   0.70,   0.02,  -0.11,   0.66,   1.11,   0.07,   0.25
19540802,   0.06,   0.06,   0.62,   0.30,   0.56,  -0.27,   0.32,  -0.48,   0.18,  -0.23
19540803,   0.09,  -1.20,   0.12,   0.37,   1.57,   0.15,   0.21,   0.09,   0.23,   0.86
19540804,   0.01,   0.96,  -0.08,  -0.31,   0.41,   0.17,   0.20,  -0.57,  -0.07,  -0.24
19540805,  -0.37,   0.09,  -0.32,  -0.54,  -0.13,  -0.20,   0.26,   0.41,   0.18,   0.05
19540806,  -0.77,  -1.92,  -1.41,  -0.87,  -1.90,  -0.46,  -0.86,  -2.00,  -0.76,  -1.59
19540809,   0.02,  -1.19,  -0.34,  -0.69,  -0.25,  -0.32,  -0.59,   0.21,  -0.33,  -0.09
19540810,   0.53,   1.54,   1.03,   0.87,   0.47,   0.32,   0.68,   1.08,   0.53,   1.16
19540811,   0.44,   2.23,   0.87,   0.82,   0.48,   1.08,   0.63,   1.97,   0.16,   1.21
19540812,  -0.10,  -0.78,  -0.07,   0.09,  -0.28,  -0.37,  -0.14,  -0.28,   0.02,  -0.46
19540813,   0.34,   0.37,   0.04,   1.18,  -0.14,  -0.15,  -0.03,   0.12,   0.00,   0.49
19540816,   0.11,   0.00,   0.30,   2.88,   0.14,   0.25,   0.22,   0.14,   0.21,   0.77
19540817,  -0.10,   0.73,  -0.37,   0.71,  -0.71,   0.19,   0.32,  -0.29,  -0.14,  -0.35
19540818,  -0.11,  -0.31,   0.12,  -0.02,   0.50,   0.38,   0.54,  -0.17,   0.23,  -0.20
19540819,  -0.05,   1.02,   0.52,  -0.34,   0.47,   0.28,   0.31,  -0.54,   0.14,   0.43
19540820,   0.07,   0.41,   0.18,   0.09,  -0.28,   0.09,   0.06,  -0.46,   0.03,   0.41
19540823,  -0.51,  -0.73,  -1.01,  -0.49,  -1.38,  -0.25,   0.40,  -0.09,  -0.31,  -0.57
19540824,  -0.46,  -0.01,  -0.43,  -0.56,  -0.32,   0.14,  -0.37,   0.09,  -0.14,  -0.75
19540825,  -0.32,  -1.00,  -0.57,  -0.88,  -0.30,  -0.43,  -0.53,  -0.67,  -0.33,  -0.77
19540826,  -0.30,  -0.53,  -0.32,   0.03,  -0.48,  -0.64,  -0.26,  -0.16,  -0.23,  -0.36
19540827,   0.14,   0.32,   0.26,   0.16,   0.00,   0.02,   0.48,   0.96,   0.26,   0.55
19540830,  -0.62,  -1.42,  -1.01,  -0.77,  -1.87,  -0.72,  -0.68,  -0.75,  -0.45,  -1.06
19540831,  -0.83,  -1.95,  -1.91,  -1.44,  -1.27,  -0.67,  -1.35,  -1.17,  -1.13,  -1.48
19540901,   0.54,   1.53,   0.98,   0.57,   1.47,   0.32,   0.54,   0.57,   0.50,   0.96
19540902,   0.68,   1.14,   0.67,   0.85,   0.67,   0.39,   0.18,   0.67,   0.23,   0.66
19540903,   0.56,   0.68,   0.60,   1.06,   0.89,   0.27,   0.34,   0.81,   0.25,   0.74
19540907,   0.27,   0.29,   0.62,   0.53,   1.03,   0.13,   0.48,   0.49,   0.05,   0.50
19540908,   0.26,  -0.06,   0.23,   0.19,  -0.27,   0.07,   0.14,   0.64,   0.06,  -0.02
19540909,   0.22,  -0.11,   0.27,   0.43,  -0.10,   0.12,   0.42,   0.43,   0.09,   0.45
19540910,   0.54,   0.06,   0.48,   0.44,  -0.08,   0.29,   0.25,  -0.27,   0.28,   0.44
19540913,   0.55,   1.45,   0.78,   0.61,   0.85,   0.03,   0.16,   1.02,   0.23,   0.78
19540914,   0.01,   0.96,   0.24,   0.59,   0.51,  -0.26,   0.16,   0.51,   0.24,   0.14
19540915,  -0.40,   0.33,  -0.32,   0.07,  -0.04,  -0.32,  -0.13,  -0.54,  -0.03,  -0.38
19540916,   0.23,   0.30,   0.55,   0.67,  -0.32,   0.32,   0.03,   0.59,  -0.02,   0.35
19540917,   0.31,   0.69,   0.56,   1.36,   0.58,   0.50,   0.51,  -0.14,   0.23,   0.26
19540920,  -0.11,   0.25,  -0.48,  -0.89,   0.18,   0.04,  -0.30,   0.09,  -0.33,  -0.48
19540921,   0.38,   0.49,   0.69,   0.48,   1.26,   0.17,   0.41,   0.12,   0.28,   0.66
19540922,   0.25,   0.74,   0.58,   1.37,   0.25,   0.25,   0.41,   0.37,   0.21,   0.32
19540923,   0.18,   1.72,   0.12,   1.12,  -0.43,   0.14,   0.62,  -0.05,  -0.04,   0.39
19540924,  -0.26,   1.28,   0.48,   1.01,   0.15,   0.14,   0.93,  -0.43,   0.13,   0.30
19540927,   0.08,   1.42,   0.00,   0.41,  -0.12,   0.10,   0.70,  -0.50,   0.04,  -0.14
19540928,  -0.28,   2.37,   0.29,  -0.16,  -0.03,   0.11,  -0.67,  -0.64,  -0.12,  -0.64
19540929,  -0.27,  -0.34,  -0.60,  -0.57,   0.10,  -0.14,  -0.20,  -0.43,  -0.19,  -0.63
19540930,   0.09,  -1.58,  -0.33,  -0.52,  -0.26,  -0.19,  -0.23,  -0.49,  -0.11,  -0.43
19541001,   0.19,  -0.31,   0.06,   0.30,  -0.15,   0.42,  -0.37,  -1.03,   0.19,   0.71
19541004,   0.10,   0.82,   0.87,   0.87,   0.39,  -0.25,   0.26,  -0.10,  -0.21,   0.19
19541005,  -0.01,  -0.15,   0.52,   0.52,  -0.21,   0.04,   0.41,   0.45,   0.27,   0.77
19541006,   0.00,   0.87,   0.42,   0.33,  -0.15,  -0.05,   0.31,  -0.16,  -0.10,  -0.02
19541007,  -0.16,  -0.78,  -0.26,  -0.10,  -0.71,   0.01,  -0.03,   0.20,   0.09,   0.03
19541008,  -0.22,  -0.16,  -0.09,   0.02,   0.09,   0.07,   0.17,   0.54,  -0.05,   0.11
19541011,  -0.35,  -0.80,  -0.66,  -0.90,  -0.88,  -0.26,  -0.34,  -0.97,  -0.46,  -0.44
19541012,  -0.51,  -0.33,  -0.47,  -0.44,   0.00,  -0.05,  -0.49,  -0.16,  -0.40,  -0.17
19541013,  -0.05,   0.11,   0.01,  -0.12,  -0.43,  -0.02,  -0.46,  -0.10,  -0.20,   0.41
19541014,  -0.66,  -1.97,  -1.37,  -1.17,  -0.96,  -0.91,  -0.46,  -0.56,  -0.96,  -1.00
19541015,  -0.11,  -0.72,  -0.39,  -0.33,  -0.20,  -0.12,  -0.37,  -0.37,  -0.62,   0.45
19541018,   0.22,   0.53,   0.53,   0.40,   0.39,   0.24,   0.53,   0.31,  -0.31,  -0.01
19541019,   0.07,   0.04,   0.41,   0.29,   0.45,   0.17,   0.23,   0.22,   0.04,   0.82
19541020,   0.36,   1.52,   0.82,   0.39,   1.24,   0.34,  -0.05,   0.38,  -0.02,   0.61
19541021,   0.01,   0.59,   0.43,  -0.28,   0.36,   0.33,   0.01,   0.16,  -0.26,  -0.07
19541022,   0.25,   0.23,   0.07,   0.00,   0.96,  -0.07,  -0.14,   0.29,   0.01,   0.04
19541025,  -0.95,  -0.11,  -0.88,  -0.38,  -0.14,  -0.13,  -0.44,   0.22,  -0.69,  -0.69
19541026,  -0.06,   0.11,   0.03,  -0.06,  -0.44,  -0.37,  -0.35,   0.55,   0.03,  -0.04
19541027,   0.11,   1.02,   0.04,  -0.22,  -0.68,   0.05,  -0.32,  -0.18,   0.06,   0.06
19541028,  -0.09,  -0.52,  -0.16,  -0.59,   0.22,  -0.19,  -0.05,  -0.84,   0.06,  -0.31
19541029,  -0.39,  -0.69,  -1.01,  -0.51,  -1.11,  -0.09,  -0.61,  -0.46,  -0.34,  -0.82
19541101,   0.40,   0.02,   0.70,   0.20,   0.79,   0.26,   0.61,   0.97,   0.22,   0.61
19541103,   1.23,   2.50,   2.63,   1.48,   2.74,   0.89,   1.17,   0.93,   1.95,   1.69
19541104,   0.72,   2.41,   1.22,   0.51,   1.05,   0.43,   1.20,   0.29,   0.58,   1.30
19541105,   0.30,  -1.38,  -0.08,   0.33,  -0.50,  -0.01,   0.13,   1.34,   0.30,   0.11
19541108,   0.69,   0.93,   1.23,   0.52,   0.97,   0.03,   0.67,   1.12,   0.55,   1.51
19541109,   0.38,   0.01,   0.51,   0.56,   0.49,   0.15,   0.36,   0.82,   0.23,   0.11
19541110,  -0.07,  -0.54,   0.71,   0.28,   0.00,   0.38,   0.48,   0.56,   0.22,   0.74
19541111,   0.55,   0.85,   0.86,   0.87,   1.00,   0.19,   0.93,   0.42,   0.14,   0.97
19541112,   0.33,  -0.30,   0.61,  -0.02,   1.12,   0.04,   0.07,   0.76,  -0.13,   0.52
19541115,  -0.22,  -0.34,   0.02,  -0.17,   0.41,  -0.13,  -0.10,  -0.08,  -0.06,  -0.23
19541116,   0.30,  -0.50,   0.90,  -0.22,   3.22,  -0.01,   0.39,   0.89,  -0.04,   0.43
19541117,   0.26,  -0.20,   0.61,   0.14,   0.30,   0.00,   0.51,   0.07,   0.11,   0.92
19541118,   0.00,  -0.81,  -0.62,  -0.63,  -1.14,  -0.10,   0.19,  -0.53,   0.29,  -0.48
19541119,   0.16,   0.34,   0.46,   0.26,   0.16,   0.24,   0.23,   0.26,   0.17,   0.52
19541122,   0.25,   0.19,   0.74,   0.37,   0.86,   0.57,   0.18,   0.53,   0.49,   0.96
19541123,   0.59,   2.23,   1.03,   2.75,   0.65,   0.11,   0.41,   1.98,   0.32,   0.59
19541124,   0.03,  -0.20,   0.26,   0.92,  -0.27,   0.17,   0.25,  -0.18,   0.01,   0.26
19541126,   0.10,   0.43,   0.88,   1.34,   0.76,   0.03,   0.66,   0.95,   0.25,   0.65
19541129,   0.04,  -0.14,   0.87,  -0.51,   0.50,   0.20,   0.00,   1.02,   0.12,   0.19
19541130,  -0.11,  -1.00,  -0.58,  -1.10,  -0.57,  -0.07,  -0.21,  -0.19,  -0.16,  -0.71
19541201,  -0.48,  -0.68,  -0.65,  -0.50,  -0.62,   0.05,  -0.46,  -0.05,  -0.17,  -0.26
19541202,   1.33,   0.39,   0.57,   0.78,   0.52,   0.31,   0.61,   0.84,   0.70,   1.11
19541203,   1.02,   1.06,   1.05,   1.48,   0.30,   0.25,   0.67,   1.37,   0.42,   1.00
19541206,   0.43,   1.34,   0.78,   0.64,   0.81,   0.58,   0.26,   0.03,   0.29,   1.08
19541207,   0.01,   0.05,   0.11,   0.59,   0.20,   0.47,   0.30,  -0.77,  -0.10,   0.72
19541208,   0.02,  -0.25,  -0.10,   0.16,  -0.09,   0.00,   0.27,  -0.80,   0.17,   0.13
19541209,  -0.10,  -0.59,  -0.18,  -0.30,  -0.78,  -0.27,  -0.52,  -0.36,  -0.23,  -0.66
19541210,  -0.42,  -0.80,   0.04,  -0.47,  -0.51,  -0.08,  -0.03,  -0.71,   0.30,   0.11
19541213,  -0.24,   0.20,  -0.10,  -0.19,  -0.30,  -0.52,  -0.40,   0.00,   0.16,  -0.12
19541214,  -0.45,  -0.57,  -0.96,  -1.02,  -0.68,  -0.42,  -0.34,  -0.10,  -0.13,  -0.55
19541215,   0.02,   1.19,   0.48,   0.50,   0.08,   0.62,   0.17,  -1.21,   0.00,   0.49
19541216,   0.68,   1.20,   1.33,   1.00,   0.79,   0.12,   0.38,   1.06,   0.43,   1.27
19541217,   0.46,   0.16,   0.81,   0.52,   0.92,   0.02,   0.28,   1.46,   0.20,   1.48
19541220,   0.33,   3.01,   0.88,   0.40,   0.88,  -0.24,   0.37,   0.44,   0.14,   0.70
19541221,  -0.01,   0.34,   0.12,   0.40,  -0.01,  -0.31,  -0.21,   0.68,   0.09,   0.33
19541222,   0.13,  -0.51,   0.02,   0.13,  -0.39,  -0.32,   0.13,   0.64,   0.20,  -0.14
19541223,   0.06,  -0.48,   0.10,   0.10,  -0.45,   0.51,  -0.04,   0.50,   0.36,   0.63
19541227,  -0.48,  -1.83,  -0.61,  -0.75,  -0.66,  -0.39,  -0.45,  -0.68,  -0.27,  -0.38
19541228,   1.10,   1.21,   1.32,   0.63,   0.99,   0.15,   0.72,   0.94,   0.18,   1.11
19541229,   0.69,   1.86,   0.93,   0.81,   0.93,   0.63,   0.06,   0.83,   0.23,   0.73
19541230,  -0.20,  -0.36,  -0.05,   0.57,   0.17,   0.01,   0.03,   0.52,   0.11,   0.02
19541231,   0.39,   1.20,   0.48,   0.82,   0.98,   0.42,   0.44,   1.40,   0.40,   0.27
19550103,   0.40,   5.83,   0.73,   1.15,   1.60,   0.10,   0.88,  -0.64,   0.22,   0.35
19550104,   0.18,  -3.36,  -0.73,  -0.24,   1.63,  -0.11,  -0.17,  -0.72,   0.33,  -0.43
19550105,  -1.65,  -3.34,  -2.36,  -2.12,  -3.13,  -0.40,  -1.79,  -2.56,  -1.11,  -2.25
19550106,  -1.01,  -0.75,  -1.78,  -1.88,  -1.17,  -0.68,  -1.22,  -1.11,  -0.61,  -1.28
19550107,   1.12,   0.73,   1.34,   0.92,   1.57,   0.24,   0.94,   1.06,   0.44,   2.29
19550110,   1.32,   1.24,   1.67,   1.49,   2.72,   0.59,   0.84,   2.01,   0.70,   1.44
19550111,  -0.09,  -0.72,  -0.07,  -0.47,  -0.04,  -0.39,   0.48,   0.28,   0.25,  -0.38
19550112,  -0.12,  -0.88,  -0.20,  -0.19,  -0.49,  -0.16,   0.56,  -0.29,   0.05,  -0.46
19550113,  -0.59,  -0.59,  -0.67,  -0.43,  -0.75,  -0.10,  -0.38,  -0.26,   0.10,  -0.67
19550114,  -0.09,  -0.34,  -0.61,  -0.45,  -0.73,   0.27,  -0.09,  -0.62,   0.12,  -0.44
19550117,  -0.95,  -2.19,  -2.41,  -2.02,  -2.80,  -0.28,  -0.96,  -2.27,  -0.89,  -2.33
19550118,   0.26,   0.97,   1.03,   0.44,   0.87,   0.42,  -0.06,   0.70,   0.36,   0.77
19550119,   0.45,   0.48,   0.39,   0.64,   0.94,   0.15,   0.18,   0.38,   0.44,   0.81
19550120,   0.08,   1.00,   0.03,   0.30,   0.36,   0.22,   0.24,  -0.11,   0.68,  -0.09
19550121,   0.48,   1.34,   0.68,   1.13,  -0.29,   0.28,   0.77,   0.92,   0.18,   0.84
19550124,  -0.05,   0.24,   0.33,   0.02,   0.00,   0.03,   0.09,  -0.02,   0.08,   0.18
19550125,  -0.34,  -0.25,   0.08,  -0.32,   0.19,   0.00,  -0.13,  -0.48,  -0.19,  -0.19
19550126,   0.00,   1.64,   1.43,   0.12,   0.47,   0.16,   0.23,   1.97,   0.20,   0.50
19550127,   0.31,  -0.64,  -0.06,   0.75,   0.18,   0.00,   0.36,  -0.76,  -0.12,   0.71
19550128,   0.33,   0.29,   0.39,   0.10,   1.22,   0.14,   0.91,  -0.15,   0.13,   1.13
19550131,   0.27,   0.21,   0.79,   1.59,   1.28,   0.33,   0.11,  -0.11,   0.14,   0.50
19550201,   0.11,   0.28,   0.70,   0.88,   0.12,   0.32,  -0.34,   0.31,   0.21,  -0.33
19550202,  -0.13,  -0.49,  -0.22,   0.19,   0.13,   0.15,  -0.24,  -0.41,   0.13,  -0.42
19550203,   0.44,  -0.27,   0.00,  -0.55,  -0.20,  -0.14,  -0.07,  -0.12,   0.14,   0.13
19550204,   0.31,   2.90,   1.26,   1.52,   0.23,   0.30,   0.72,   0.54,   0.46,   0.29
19550207,   0.35,   0.69,   0.26,   0.15,   0.34,   0.39,  -0.06,   0.82,   0.41,   0.07
19550208,  -0.52,  -1.57,  -1.05,  -1.22,  -0.57,   0.95,  -0.28,  -0.42,  -0.38,  -0.75
19550209,   0.51,   0.15,   1.33,   1.28,   0.79,   0.87,   0.90,   0.54,   0.80,   1.81
19550210,   0.32,   0.97,   0.94,   0.81,   1.20,   0.03,   0.19,   1.52,   0.53,   0.96
19550211,  -0.13,  -1.34,   0.60,   0.12,   0.12,  -0.61,   0.47,  -0.34,   0.69,   0.14
19550214,  -0.16,  -1.65,  -0.29,  -0.18,  -0.08,  -0.17,  -0.17,  -0.12,   0.24,   0.02
19550215,   0.18,  -0.21,   0.15,   0.04,   2.80,  -0.36,  -0.01,   0.21,   0.24,   0.67
19550216,  -0.32,  -0.90,  -0.08,  -0.33,   0.03,  -0.61,  -0.24,  -0.69,  -0.10,  -0.31
19550217,  -0.10,   0.14,   0.22,   0.04,   0.19,   0.46,  -0.04,   0.48,  -0.07,   0.16
19550218,  -0.10,   0.60,   0.47,  -0.07,   0.11,   0.68,  -0.11,  -0.69,   0.01,   0.70
19550221,   0.23,  -0.49,   0.02,   0.06,  -0.22,   0.34,   0.07,   0.15,   0.07,   0.61
19550223,  -0.11,  -0.42,  -0.01,  -0.05,   0.56,   0.60,   0.12,   0.58,   0.03,   0.37
19550224,  -0.20,  -0.46,  -0.52,  -0.32,  -1.15,  -0.49,  -0.54,  -0.54,  -0.20,  -0.48
19550225,   0.12,   0.77,  -0.19,  -0.16,  -0.48,   0.05,   0.14,   0.12,   0.00,  -0.53
19550228,   0.75,   0.32,   0.54,   0.24,   0.46,   1.17,   0.80,   0.89,   0.39,   0.62
19550301,   0.27,  -0.09,   0.40,   0.26,  -0.50,   0.65,   0.63,   0.95,   0.60,   0.63
19550302,   0.47,   1.20,   0.71,   0.81,   0.91,   1.06,   0.90,   1.57,   0.44,   1.03
19550303,   0.06,   1.01,   0.33,   0.34,   0.28,  -0.28,   0.36,   0.39,   0.27,  -0.08
19550304,   0.06,   1.46,   0.24,   0.84,   0.37,   0.07,  -0.07,  -0.30,   0.17,   0.04
19550307,  -0.09,  -0.86,  -0.63,  -0.22,   0.04,  -0.04,  -0.73,  -0.31,   0.00,  -0.48
19550308,  -1.09,  -3.11,  -1.86,  -1.75,  -2.61,  -1.47,  -1.47,  -1.35,  -0.78,  -2.24
19550309,  -1.41,   0.25,  -1.51,  -1.63,  -0.99,  -0.71,  -1.29,  -1.51,  -1.20,  -0.92
19550310,   0.43,   0.63,   0.94,   0.96,   1.06,   0.52,   0.51,   1.38,   0.19,   0.86
19550311,  -0.95,  -1.78,  -1.64,  -1.72,  -2.04,  -0.76,  -1.22,  -1.28,  -1.11,  -1.80
19550314,  -1.51,  -2.34,  -2.65,  -2.46,  -2.92,  -1.58,  -2.69,  -2.39,  -2.14,  -2.62
19550315,   1.31,   2.62,   2.13,   2.29,   2.12,   0.73,   1.54,   2.10,   0.78,   2.20
19550316,   0.92,   0.93,   1.14,   0.25,   1.51,   1.05,   1.21,   2.08,   0.92,   0.89
19550317,   0.35,   0.04,   0.78,   0.22,   0.76,   0.15,  -0.17,   0.39,   0.35,   0.13
19550318,   0.03,   0.55,   0.08,   0.20,  -0.02,  -0.25,   0.33,  -0.22,   0.43,   0.21
19550321,  -0.16,  -1.09,  -0.52,  -0.61,  -0.83,   0.12,  -0.36,  -0.61,  -0.28,  -0.77
19550322,   0.09,   0.76,   0.56,   0.87,   0.31,  -0.04,   0.50,   0.48,   0.15,   0.92
19550323,   0.74,   0.96,   1.51,   1.25,   2.17,   0.15,   0.99,   1.63,   0.38,   1.36
19550324,   0.47,   0.90,   1.13,   0.53,   1.18,   0.68,   0.73,   0.71,   0.61,   0.88
19550325,  -0.16,   0.07,   0.44,   0.64,  -0.14,   0.41,  -0.19,   0.30,   0.04,   0.23
19550328,  -0.45,  -0.62,  -0.28,  -0.45,  -0.94,  -0.15,  -0.05,   0.13,  -0.27,   0.22
19550329,   0.04,  -0.77,   0.14,   0.27,   0.06,  -0.04,  -0.30,   1.32,   0.01,   0.44
19550330,  -0.53,  -0.86,  -1.16,  -1.01,  -0.71,  -0.41,  -0.22,   0.08,  -0.52,  -1.05
19550331,   0.30,   0.38,   0.22,   0.02,   0.04,   0.01,  -0.26,   0.54,   0.26,   1.02
19550401,   0.52,   1.25,   0.74,   0.88,   2.36,   0.14,   0.24,   1.64,   0.30,   0.81
19550404,   0.42,  -0.63,  -0.24,  -0.14,  -0.13,  -0.10,   0.24,  -0.50,   0.00,  -0.38
19550405,   0.48,   0.94,   0.58,   0.05,   0.33,   0.06,   0.54,   0.08,   0.28,   0.23
19550406,   0.12,   0.36,   0.48,  -0.12,  -0.46,   0.11,   0.23,  -0.38,   0.15,   0.44
19550407,   0.17,  -0.01,   0.59,   0.39,   0.04,   0.41,   0.58,   0.70,   0.35,   0.58
19550411,   0.24,  -0.20,   0.03,   0.11,   1.32,   0.23,   0.59,   2.69,   0.17,   0.11
19550412,   0.35,   0.11,   0.61,   0.29,   0.43,   0.02,  -0.01,   0.77,   0.76,   0.66
19550413,   0.39,   0.61,   0.10,   0.29,   0.81,   0.07,   0.39,   0.28,   0.21,   0.25
19550414,   0.14,   1.30,  -0.08,   0.03,   0.87,  -0.24,  -0.05,  -1.46,   0.06,  -0.38
19550415,   0.40,   0.88,   0.65,  -0.04,   0.69,   0.42,  -0.11,  -1.09,   0.05,   0.69
19550418,   0.25,   1.33,   0.90,   0.27,   0.66,   0.07,   0.29,  -0.85,   0.54,   0.76
19550419,  -0.07,  -0.20,  -0.12,  -0.16,  -0.76,  -0.18,   0.07,   0.17,  -0.24,   0.38
19550420,   0.14,  -0.03,   0.42,  -0.01,  -0.16,   0.92,  -0.01,   0.46,   0.11,  -0.01
19550421,   0.00,   1.16,   0.08,  -0.17,  -0.90,  -0.35,  -0.14,  -0.40,  -0.22,  -0.32
19550422,  -0.43,  -1.54,  -0.89,  -0.61,  -0.78,  -0.36,  -0.82,  -0.91,  -0.27,  -0.88
19550425,   0.13,   0.47,   0.40,  -0.02,   0.29,  -0.01,   0.49,   0.27,   0.23,   0.47
19550426,   0.40,   0.53,   0.99,   0.26,   0.91,   0.30,   0.10,  -0.11,   0.31,   0.55
19550427,   0.10,  -0.50,  -0.51,  -0.38,  -0.30,  -0.10,  -0.46,  -0.69,  -0.24,  -0.56
19550428,  -0.22,  -1.24,  -1.20,  -0.78,  -0.70,   0.05,  -0.59,  -0.88,  -0.45,  -0.57
19550429,   0.49,   0.99,   0.75,   0.43,   0.77,   0.48,   0.24,   0.30,   0.44,   0.58
19550502,   0.11,  -0.11,   0.25,   0.23,  -0.31,   0.31,   0.27,   0.35,   0.22,  -0.06
19550503,  -0.78,  -1.01,  -0.89,  -0.63,  -1.77,  -0.08,  -0.58,  -0.42,  -0.43,  -1.42
19550504,   0.28,  -0.60,   0.33,  -0.15,   0.10,   0.42,   0.49,   0.07,  -0.03,   0.29
19550505,   0.36,   0.82,   0.61,   0.30,   0.55,   0.46,   0.36,   1.29,   0.11,   0.61
19550506,   0.46,   0.39,   0.30,   0.09,   0.03,   0.32,   0.32,   0.55,   0.22,   0.92
19550509,  -0.01,   0.07,   0.41,   0.13,  -0.21,  -0.48,   0.74,  -0.91,  -0.12,  -0.11
19550510,  -0.35,  -0.79,   0.28,  -0.57,   0.36,  -0.51,  -0.38,  -0.31,  -0.31,  -0.60
19550511,  -0.47,  -1.64,  -0.94,  -1.20,  -1.43,  -0.22,  -0.65,   0.12,  -0.52,  -0.74
19550512,  -0.25,  -1.13,  -0.83,  -0.35,  -0.68,  -0.20,  -0.17,  -0.16,  -0.19,  -0.60
19550513,   0.35,   1.39,   0.41,   0.58,   0.72,   0.55,   0.63,   0.81,   0.38,   0.63
19550516,  -0.68,  -1.34,  -1.47,  -0.81,  -1.00,  -0.49,  -0.59,  -0.46,  -0.35,  -1.23
19550517,   0.04,  -0.20,  -0.07,   0.05,  -0.46,   0.23,   0.13,   0.03,  -0.07,  -0.02
19550518,   0.58,   1.40,   1.20,   0.33,   0.97,  -0.03,   0.39,  -0.07,   0.24,   1.12
19550519,   0.41,   0.53,   0.87,   0.47,   1.23,   0.11,   0.84,   1.56,   0.47,   0.57
19550520,   0.07,   1.33,   1.08,  -0.04,   1.07,   0.62,   0.72,   1.43,   0.09,   0.55
19550523,  -0.50,  -0.58,  -0.68,  -0.82,  -1.02,  -0.20,  -0.38,  -1.24,  -0.28,  -0.73
19550524,  -0.14,  -0.83,   0.26,  -0.01,   0.45,   0.12,   0.19,   0.59,   0.32,   0.20
19550525,   0.35,   0.30,   0.77,   0.20,   0.69,   0.08,   0.23,   0.31,   0.15,   0.99
19550526,   0.17,   0.82,   1.04,   0.84,   0.70,   0.16,   0.26,   0.31,   0.17,   0.86
19550527,   0.05,   0.30,   0.05,   0.39,   0.28,   0.06,   0.14,  -0.74,   0.12,  -0.03
19550531,  -0.33,  -0.18,   0.00,   0.41,  -0.12,   0.06,   0.05,   0.06,  -0.33,   0.49
19550601,  -0.64,  -0.24,   0.21,   0.22,   1.24,  -0.07,   0.31,   0.28,   0.07,   0.37
19550602,   0.23,   0.40,   0.51,   0.08,   0.43,   0.15,   0.32,  -0.65,   0.21,   0.12
19550603,   0.45,   1.30,   0.87,   0.63,   0.23,   0.41,   0.31,   0.30,   0.29,   0.63
19550606,   0.39,   0.63,   0.89,   0.50,   0.57,   0.27,   0.16,   1.43,   0.04,   0.07
19550607,   0.10,   0.48,   1.18,   0.61,   0.58,   0.04,   1.04,   0.85,   0.04,   0.77
19550608,  -0.09,   0.47,   0.60,   1.23,   0.81,   0.20,  -0.05,  -0.20,   0.12,   0.21
19550609,  -0.28,  -0.39,  -0.49,  -0.39,  -0.84,  -0.37,  -0.77,  -0.84,  -0.27,  -0.91
19550610,   0.20,   0.11,   0.56,   0.94,   0.11,   0.51,   0.35,   0.05,   0.18,   0.89
19550613,   0.08,   1.16,   0.89,   1.89,   1.10,   0.36,   0.31,   0.13,   0.13,   0.68
19550614,   0.09,  -0.76,  -0.06,   0.67,  -0.24,  -0.35,  -0.06,   0.14,   0.02,  -0.29
19550615,   0.68,   1.59,   0.94,   0.55,   0.59,  -0.10,   0.90,  -0.32,   0.17,   0.57
19550616,   0.39,   0.88,   0.26,  -0.14,   0.07,   0.10,   0.33,   0.12,  -0.10,  -0.06
19550617,   0.40,   0.33,   0.19,   0.64,   0.41,  -0.06,   0.34,   0.10,   0.12,   0.11
19550620,   0.26,   0.35,   0.25,   0.50,   0.05,  -0.25,   0.50,   0.50,   0.19,  -0.12
19550621,   0.33,   2.15,   0.32,   0.48,   0.63,  -0.25,   1.16,  -0.24,   0.12,   0.11
19550622,   0.31,   0.90,   0.17,   0.17,  -0.15,   0.02,  -0.37,   0.61,  -0.11,   0.68
19550623,  -0.18,   0.79,   0.46,   0.19,  -1.06,  -0.21,  -0.08,  -0.56,   0.03,  -0.06
19550624,  -0.19,  -0.11,  -0.35,   1.87,  -0.71,   0.25,  -0.12,  -0.33,   0.00,  -0.57
19550627,  -0.36,  -0.45,   0.40,   0.33,  -0.18,   0.01,   0.02,  -0.06,  -0.19,  -0.20
